id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,Term_Length,Length_Type,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
710680,PA,INDIVIDUAL,3 years,Lonza Inc,A,MORTGAGE,3/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,903454,car,A2,36,months,Not Verified,54000.00,0.11,151.64,0.06,5000.00,20.00,5459.00
390765,MD,INDIVIDUAL,3 years,Rummel  Klepper  and  Kahl,A,MORTGAGE,4/9/2021,3/10/2021,2/10/2021,Fully Paid,3/10/2021,426115,car,A3,36,months,Not Verified,60000.00,0.00,313.37,0.08,10000.00,11.00,10513.00
1026512,TX,INDIVIDUAL,4 years,Aramark,A,MORTGAGE,11/11/2021,11/14/2021,12/14/2021,Fully Paid,1/14/2022,1255698,car,A1,36,months,Not Verified,66000.00,0.01,91.31,0.06,3000.00,23.00,3287.00
471543,FL,INDIVIDUAL,4 years,Sarasota Memorial Hospital,A,MORTGAGE,12/9/2021,8/11/2021,8/11/2021,Fully Paid,9/11/2021,595343,car,A1,36,months,Not Verified,241875.00,0.06,494.40,0.07,16000.00,24.00,17370.00
873529,NY,INDIVIDUAL,4 years,Jefferson Lewis BOCES,A,MORTGAGE,9/11/2021,9/15/2021,9/14/2021,Fully Paid,10/14/2021,1087835,car,A1,36,months,Not Verified,24000.00,0.07,39.21,0.05,1300.00,46.00,1411.00
550334,VA,INDIVIDUAL,4 years,Fairfax County Govt.,A,MORTGAGE,7/10/2021,5/16/2021,3/11/2021,Fully Paid,4/11/2021,709388,car,A2,36,months,Not Verified,96000.00,0.08,138.46,0.07,4500.00,28.00,4613.00
361816,CA,INDIVIDUAL,4 years,Perot Systems,A,MORTGAGE,11/8/2021,5/16/2021,11/11/2021,Fully Paid,12/11/2021,370608,car,A3,36,months,Not Verified,90000.00,0.04,156.69,0.08,5000.00,12.00,5641.00
399481,FL,INDIVIDUAL,4 years,Martin County School District,A,MORTGAGE,5/9/2021,3/16/2021,5/12/2021,Fully Paid,6/12/2021,442237,car,A3,36,months,Not Verified,81804.00,0.09,282.03,0.08,9000.00,30.00,10153.00
446873,CA,INDIVIDUAL,4 years,Sacramento Child Advocates,A,MORTGAGE,10/9/2021,1/16/2021,2/12/2021,Fully Paid,3/12/2021,546914,car,A4,36,months,Not Verified,28880.00,0.16,63.23,0.09,2000.00,12.00,2260.00
887905,VA,INDIVIDUAL,5 years,City of Richmond,A,MORTGAGE,9/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,1104233,car,A1,36,months,Not Verified,51000.00,0.18,121.75,0.06,4000.00,15.00,4383.00
834628,GA,INDIVIDUAL,5 years,Le Clos,A,MORTGAGE,8/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1044500,car,A1,36,months,Not Verified,49000.00,0.06,105.56,0.05,3500.00,16.00,3800.00
803977,WA,INDIVIDUAL,5 years,Bellevue School District,A,MORTGAGE,7/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1009793,car,A1,36,months,Not Verified,42000.00,0.04,180.96,0.05,6000.00,31.00,6515.00
460501,GA,INDIVIDUAL,5 years,American Home Shield,A,MORTGAGE,11/9/2021,1/12/2021,4/11/2021,Fully Paid,5/11/2021,574859,car,A2,36,months,Not Verified,50000.00,0.03,155.30,0.07,5000.00,32.00,5398.00
500124,AZ,INDIVIDUAL,5 years,ST Microelectronics,A,MORTGAGE,4/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,642219,car,A3,36,months,Not Verified,85000.00,0.03,247.52,0.07,8000.00,32.00,8906.00
421959,GA,INDIVIDUAL,5 years,US Air Force,A,MORTGAGE,7/9/2021,5/10/2021,5/10/2021,Fully Paid,6/10/2021,496234,car,A4,36,months,Not Verified,50000.00,0.08,95.85,0.09,3000.00,28.00,3189.00
1040942,PA,INDIVIDUAL,5 years,Agusta Westland,A,MORTGAGE,12/11/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,1271153,car,A4,36,months,Not Verified,139200.00,0.20,187.75,0.08,6000.00,31.00,6395.00
694067,NY,INDIVIDUAL,6 years,faztec industries,A,MORTGAGE,3/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,884942,car,A1,36,months,Not Verified,57600.00,0.07,120.64,0.05,4000.00,24.00,4343.00
720394,NV,INDIVIDUAL,6 years,Washoe County School District,A,MORTGAGE,4/11/2021,4/13/2021,3/13/2021,Fully Paid,4/13/2021,914846,car,A3,36,months,Not Verified,37459.00,0.01,172.71,0.07,5600.00,8.00,6130.00
360506,GA,INDIVIDUAL,6 years,Classic Center,A,MORTGAGE,11/8/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,368318,car,A3,36,months,Not Verified,58500.00,0.05,125.35,0.08,4000.00,19.00,4512.00
673841,CA,INDIVIDUAL,6 years,Templeton Steel,A,MORTGAGE,2/11/2021,7/13/2021,9/11/2021,Fully Paid,10/11/2021,861281,car,A4,36,months,Not Verified,60000.00,0.01,94.59,0.07,3050.00,12.00,3170.00
667916,NY,INDIVIDUAL,7 years,NYS Dept. of Environmental Conservation,A,MORTGAGE,2/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,853863,car,A1,36,months,Not Verified,65000.00,0.14,180.96,0.05,6000.00,33.00,6515.00
708650,FL,INDIVIDUAL,7 years,Centurylink,A,MORTGAGE,3/11/2021,12/13/2021,12/13/2021,Fully Paid,1/13/2022,901168,car,A3,36,months,Not Verified,72000.00,0.02,154.21,0.07,5000.00,11.00,5543.00
608757,CA,INDIVIDUAL,7 years,"J.F. Shea Co., Inc.",A,MORTGAGE,11/10/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,780895,car,A5,36,months,Not Verified,123000.00,0.23,280.61,0.07,15000.00,50.00,10102.00
645985,CA,INDIVIDUAL,8 years,Hunter Industries,A,MORTGAGE,1/11/2021,2/15/2021,2/13/2021,Fully Paid,3/13/2021,826524,car,A1,36,months,Not Verified,110000.00,0.05,235.25,0.05,7800.00,27.00,8388.00
784380,SC,INDIVIDUAL,8 years,Carolina Engine,A,MORTGAGE,6/11/2021,12/15/2021,5/12/2021,Fully Paid,6/12/2021,987587,car,A1,36,months,Not Verified,48000.00,0.11,135.72,0.05,4500.00,28.00,4680.00
863309,CT,INDIVIDUAL,8 years,"Stafford Family Chiropractic, LLC",A,MORTGAGE,9/11/2021,9/14/2021,9/14/2021,Fully Paid,10/14/2021,1076434,car,A2,36,months,Not Verified,77040.00,0.21,179.47,0.06,5900.00,30.00,6461.00
831388,OH,INDIVIDUAL,8 years,Vitas Healthcare Corp.,A,MORTGAGE,8/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1040609,car,A4,36,months,Not Verified,60000.00,0.27,62.21,0.07,2000.00,31.00,2239.00
726906,VA,INDIVIDUAL,8 years,mary washington hospital,A,MORTGAGE,4/11/2021,12/15/2021,2/13/2021,Fully Paid,3/13/2021,922378,car,A4,36,months,Not Verified,40560.00,0.07,93.03,0.07,3000.00,47.00,3292.00
749594,CA,INDIVIDUAL,9 years,Town of Apple Valley,A,MORTGAGE,5/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,948842,car,A1,36,months,Not Verified,60000.00,0.15,108.58,0.05,3600.00,41.00,3909.00
1039551,CA,INDIVIDUAL,9 years,Townsend Design,A,MORTGAGE,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1269489,car,A1,36,months,Not Verified,54960.00,0.11,167.40,0.06,5500.00,15.00,6026.00
725132,DE,INDIVIDUAL,9 years,Astrazeneca Pharmaceuticals,A,MORTGAGE,4/11/2021,5/13/2021,4/13/2021,Fully Paid,5/13/2021,920343,car,A5,36,months,Not Verified,84000.00,0.17,183.97,0.08,5900.00,31.00,6534.00
759237,MO,INDIVIDUAL,< 1 year,Tri-River Design & Construction,A,MORTGAGE,5/11/2021,5/14/2021,6/14/2021,Fully Paid,7/14/2021,959469,car,A1,36,months,Not Verified,65000.00,0.19,120.64,0.05,4000.00,20.00,4343.00
388170,FL,INDIVIDUAL,< 1 year,AMG Imaging Supplies,A,MORTGAGE,3/9/2021,5/15/2021,4/12/2021,Fully Paid,5/12/2021,421436,car,A1,36,months,Not Verified,50004.00,0.10,372.55,0.07,12000.00,31.00,13412.00
455641,CT,INDIVIDUAL,< 1 year,College of Westchester,A,MORTGAGE,2/10/2021,10/15/2021,3/13/2021,Fully Paid,4/13/2021,565159,car,A5,36,months,Not Verified,52000.00,0.09,312.81,0.08,10000.00,20.00,11277.00
1031003,TX,INDIVIDUAL,10+ years,AT&T,A,MORTGAGE,11/11/2021,11/14/2021,12/14/2021,Fully Paid,1/14/2022,1260425,car,A1,36,months,Not Verified,115000.00,0.03,121.75,0.06,4000.00,22.00,4383.00
396521,MA,INDIVIDUAL,3 years,Harvard University,A,MORTGAGE,5/9/2021,10/15/2021,6/10/2021,Fully Paid,7/10/2021,436823,car,A3,36,months,Not Verified,99996.00,0.04,250.69,0.08,8000.00,18.00,8551.00
808963,IL,INDIVIDUAL,5 years,primus express inc,A,MORTGAGE,7/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1015737,car,A1,36,months,Not Verified,60000.00,0.21,150.80,0.05,5000.00,34.00,5429.00
1044077,FL,INDIVIDUAL,1 year,"E-Z-GO, Textron",A,MORTGAGE,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1274416,car,A2,36,months,Not Verified,45000.00,0.16,92.12,0.07,3000.00,23.00,3316.00
697609,TX,INDIVIDUAL,1 year,ETMC Carthage,A,MORTGAGE,3/11/2021,11/14/2021,3/14/2021,Fully Paid,4/14/2021,888953,car,A4,36,months,Not Verified,40000.00,0.10,124.04,0.07,4000.00,12.00,4465.00
757255,FL,INDIVIDUAL,1 year,Florida Farm Bureau Insurance Company,A,MORTGAGE,6/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,957278,car,A5,36,months,Not Verified,55000.00,0.16,252.51,0.08,8000.00,27.00,9090.00
713504,VA,INDIVIDUAL,1 year,Graham Packaging Inc.,A,MORTGAGE,4/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,906743,car,A5,36,months,Not Verified,72000.00,0.19,65.48,0.08,2100.00,39.00,2357.00
472636,VA,INDIVIDUAL,10+ years,Prince William County Schools,A,MORTGAGE,1/10/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,596860,car,A1,36,months,Not Verified,75000.00,0.02,247.20,0.07,8000.00,24.00,8900.00
764852,OH,INDIVIDUAL,10+ years,Alliance Datg,A,MORTGAGE,5/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,965621,car,A1,36,months,Not Verified,85000.00,0.05,180.96,0.05,6000.00,22.00,6515.00
552448,MO,INDIVIDUAL,10+ years,"Hodgdon Powder Company,  Inc.",A,MORTGAGE,7/10/2021,9/15/2021,2/13/2021,Fully Paid,3/13/2021,711857,car,A2,36,months,Not Verified,70000.00,0.10,135.38,0.07,4400.00,15.00,4858.00
668787,NY,INDIVIDUAL,10+ years,Metropolitan Museum of Art,A,MORTGAGE,2/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,855127,car,A2,36,months,Not Verified,48000.00,0.10,150.88,0.06,4975.00,11.00,5432.00
508736,PA,INDIVIDUAL,10+ years,Sarnoff Corporation,A,MORTGAGE,4/10/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,656465,car,A2,36,months,Not Verified,73400.00,0.03,64.62,0.07,2100.00,28.00,2306.00
719399,MO,INDIVIDUAL,10+ years,IRS,A,MORTGAGE,4/11/2021,10/15/2021,10/11/2021,Fully Paid,11/11/2021,913732,car,A2,36,months,Not Verified,68800.00,0.14,145.57,0.06,4800.00,46.00,4930.00
707303,WV,INDIVIDUAL,10+ years,Champion Industries-CPC Printing,A,MORTGAGE,3/11/2021,3/16/2021,1/13/2021,Fully Paid,2/13/2021,899636,car,A2,36,months,Not Verified,40000.00,0.09,121.31,0.06,4000.00,31.00,4299.00
788944,IL,INDIVIDUAL,10+ years,Oncology Specialists,A,MORTGAGE,6/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,992748,car,A2,36,months,Not Verified,65500.00,0.23,91.26,0.06,3000.00,34.00,3285.00
597469,IL,INDIVIDUAL,10+ years,Finley Hospital,A,MORTGAGE,10/10/2021,8/11/2021,8/11/2021,Fully Paid,9/11/2021,766903,car,A2,36,months,Not Verified,52800.00,0.15,59.23,0.07,1925.00,43.00,2013.00
987462,KY,INDIVIDUAL,10+ years,Welborn Floral,A,MORTGAGE,10/11/2021,1/15/2021,10/14/2021,Fully Paid,11/14/2021,1211442,car,A3,36,months,Not Verified,60000.00,0.09,248.89,0.08,8000.00,52.00,8936.00
661158,AZ,INDIVIDUAL,2 years,TrueNorth Insurance Companies,A,MORTGAGE,1/11/2021,5/16/2021,2/14/2021,Fully Paid,3/14/2021,845559,car,A1,36,months,Not Verified,105000.00,0.05,150.80,0.05,5000.00,20.00,5429.00
1010097,MI,INDIVIDUAL,2 years,Vogel Plumbing,A,MORTGAGE,11/11/2021,1/16/2021,3/12/2021,Fully Paid,4/12/2021,1236893,car,A1,36,months,Not Verified,60000.00,0.14,45.66,0.06,1500.00,35.00,1529.00
484323,NJ,INDIVIDUAL,2 years,control point assoc,A,MORTGAGE,6/10/2021,2/16/2021,7/13/2021,Fully Paid,8/13/2021,616593,car,A1,36,months,Not Verified,52000.00,0.15,146.88,0.06,4800.00,28.00,5288.00
489841,NJ,INDIVIDUAL,2 years,Interfaith Medical Center,A,MORTGAGE,3/10/2021,5/11/2021,5/11/2021,Fully Paid,6/11/2021,625184,car,A5,36,months,Not Verified,69000.00,0.23,344.09,0.08,11000.00,59.00,11796.00
1022407,LA,INDIVIDUAL,3 years,Larry Grayson Trucking,A,MORTGAGE,11/11/2021,4/15/2021,8/13/2021,Fully Paid,9/13/2021,1251195,car,A2,36,months,Not Verified,76800.00,0.10,184.23,0.07,6000.00,27.00,6514.00
1027067,MI,INDIVIDUAL,3 years,K&K  TRANSPORT SERVICES,A,MORTGAGE,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1256261,car,A2,36,months,Not Verified,70000.00,0.20,237.96,0.07,7750.00,26.00,8566.00
466091,NY,INDIVIDUAL,3 years,New York State DEC,A,MORTGAGE,12/9/2021,2/14/2021,12/12/2021,Fully Paid,1/12/2022,585294,car,A2,36,months,Not Verified,60000.00,0.13,139.77,0.07,4500.00,33.00,5032.00
737488,TX,INDIVIDUAL,3 years,D4D Technologies,A,MORTGAGE,4/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,934676,car,A3,36,months,Not Verified,99400.00,0.09,185.05,0.07,6000.00,38.00,6655.00
839671,MD,INDIVIDUAL,4 years,Onyx Power,A,MORTGAGE,8/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1049845,car,A2,36,months,Not Verified,96000.00,0.02,292.01,0.06,9600.00,11.00,10512.00
644846,NY,INDIVIDUAL,4 years,Storms Ford Lincoln,A,MORTGAGE,1/11/2021,10/15/2021,1/14/2021,Fully Paid,2/14/2021,825145,car,A2,36,months,Not Verified,95000.00,0.07,242.62,0.06,8000.00,43.00,8734.00
511422,WI,INDIVIDUAL,4 years,van galder bus co.,A,MORTGAGE,5/10/2021,3/16/2021,5/13/2021,Fully Paid,6/13/2021,660596,car,A3,36,months,Not Verified,45000.00,0.05,46.41,0.07,1500.00,29.00,1671.00
840046,CO,INDIVIDUAL,5 years,Canyon View Vineyard Church,A,MORTGAGE,8/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1050351,car,A1,36,months,Not Verified,60000.00,0.02,60.32,0.05,2000.00,29.00,2171.00
470186,WA,INDIVIDUAL,5 years,Peak CMS,A,MORTGAGE,1/10/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,593497,car,A2,36,months,Not Verified,72000.00,0.22,496.95,0.07,16000.00,23.00,17890.00
810774,LA,INDIVIDUAL,5 years,american sugar refining,A,MORTGAGE,7/11/2021,9/15/2021,7/14/2021,Fully Paid,8/14/2021,1017727,car,A3,36,months,Not Verified,80000.00,0.15,154.37,0.07,5000.00,20.00,5557.00
591656,NM,INDIVIDUAL,5 years,STATE FARM INSURANCE,A,MORTGAGE,10/10/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,759924,car,A4,36,months,Not Verified,38400.00,0.11,186.67,0.08,6000.00,13.00,6641.00
489630,IL,INDIVIDUAL,5 years,Coilcraft,A,MORTGAGE,3/10/2021,9/11/2021,8/11/2021,Fully Paid,9/11/2021,624789,car,A4,36,months,Not Verified,52000.00,0.10,121.33,0.08,3900.00,12.00,4168.00
504878,MD,INDIVIDUAL,5 years,S.P. Richards,A,MORTGAGE,4/10/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,650279,car,A4,36,months,Not Verified,100000.00,0.08,342.21,0.08,11000.00,36.00,12106.00
638309,NY,INDIVIDUAL,6 years,altona correctional,A,MORTGAGE,12/10/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,817666,car,A1,36,months,Not Verified,70000.00,0.08,180.96,0.05,6000.00,45.00,6515.00
636676,NY,INDIVIDUAL,6 years,Town of Cheektowaga,A,MORTGAGE,12/10/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,815592,car,A2,36,months,Not Verified,51000.00,0.01,181.97,0.06,6000.00,10.00,6551.00
818975,MO,INDIVIDUAL,6 years,State of Missouri,A,MORTGAGE,7/11/2021,11/13/2021,11/13/2021,Fully Paid,12/13/2021,1027019,car,A2,36,months,Not Verified,41664.00,0.15,121.67,0.06,4000.00,26.00,4254.00
608997,UT,INDIVIDUAL,6 years,Avocent Corp,A,MORTGAGE,11/10/2021,10/12/2021,10/12/2021,Fully Paid,11/12/2021,773056,car,A5,36,months,Not Verified,97000.00,0.10,252.86,0.07,12975.00,12.00,8921.00
775213,GA,INDIVIDUAL,7 years,Porsche Cars N.A,A,MORTGAGE,6/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,977451,car,A1,36,months,Not Verified,68000.00,0.01,90.48,0.05,3000.00,25.00,3257.00
446193,PA,INDIVIDUAL,7 years,Compleat Restorations,A,MORTGAGE,10/9/2021,4/16/2021,10/12/2021,Fully Paid,11/12/2021,423921,car,A2,36,months,Not Verified,52700.00,0.17,124.24,0.07,4000.00,18.00,4472.00
828138,GA,INDIVIDUAL,7 years,American Home Shield,A,MORTGAGE,7/11/2021,1/12/2021,1/12/2021,Fully Paid,2/12/2021,1037146,car,A2,36,months,Not Verified,55000.00,0.15,91.26,0.06,3000.00,39.00,3071.00
444464,MD,INDIVIDUAL,< 1 year,Indus Corporation,A,MORTGAGE,9/9/2021,9/11/2021,11/9/2021,Fully Paid,12/9/2021,541920,car,A3,36,months,Not Verified,45000.00,0.11,185.76,0.08,5950.00,18.00,5989.00
481657,NY,INDIVIDUAL,< 1 year,NYC TRANSIT,A,MORTGAGE,2/10/2021,4/16/2021,5/12/2021,Fully Paid,6/12/2021,612600,car,A4,36,months,Not Verified,58000.00,0.10,298.65,0.08,9600.00,11.00,10669.00
997561,KY,INDIVIDUAL,10+ years,S&S Tire,A,MORTGAGE,10/11/2021,12/15/2021,5/12/2021,Fully Paid,6/12/2021,1222660,car,A3,36,months,Not Verified,80796.00,0.10,155.56,0.08,5000.00,29.00,5061.00
891766,OK,INDIVIDUAL,3 years,Eye care centers of america,A,MORTGAGE,9/11/2021,12/15/2021,6/14/2021,Fully Paid,7/14/2021,1108628,car,A4,36,months,Not Verified,30000.00,0.09,159.59,0.08,5100.00,23.00,5734.00
749248,TX,INDIVIDUAL,7 years,Dematic Corp.,A,MORTGAGE,5/11/2021,5/16/2021,4/13/2021,Fully Paid,5/13/2021,948466,car,A3,36,months,Not Verified,73440.00,0.06,216.11,0.07,7000.00,11.00,7670.00
353365,PA,INDIVIDUAL,10+ years,Self-employed,A,MORTGAGE,8/8/2021,8/11/2021,8/11/2021,Fully Paid,9/11/2021,356975,car,A4,36,months,Not Verified,26796.00,0.07,78.72,0.08,3000.00,15.00,2834.00
1032953,NY,INDIVIDUAL,10+ years,NY State,A,MORTGAGE,11/11/2021,10/15/2021,1/12/2021,Fully Paid,2/12/2021,1262713,car,A5,36,months,Not Verified,47500.00,0.20,111.14,0.09,3500.00,34.00,3526.00
442982,OH,INDIVIDUAL,1 year,BP Corporation North America,A,MORTGAGE,9/9/2021,7/11/2021,8/11/2021,Fully Paid,9/11/2021,538542,car,A3,36,months,Not Verified,79000.00,0.03,218.54,0.08,7000.00,22.00,7724.00
888206,AR,INDIVIDUAL,10+ years,TEMPLE INLAND,A,MORTGAGE,9/11/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,1104499,car,A2,36,months,Not Verified,49536.00,0.09,159.66,0.07,5200.00,29.00,5229.00
793476,KS,INDIVIDUAL,10+ years,Farrar Corp,A,MORTGAGE,6/11/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,997991,car,A2,36,months,Not Verified,96000.00,0.15,127.76,0.06,4200.00,20.00,4430.00
777143,MO,INDIVIDUAL,10+ years,Lee's Summit Schools,A,MORTGAGE,6/11/2021,5/16/2021,2/13/2021,Fully Paid,3/13/2021,979595,car,A3,36,months,Not Verified,69600.00,0.13,37.05,0.07,1200.00,22.00,1305.00
978335,TX,INDIVIDUAL,3 years,CareFusion,A,MORTGAGE,10/11/2021,2/15/2021,10/12/2021,Fully Paid,11/12/2021,1201393,car,A1,36,months,Not Verified,84554.16,0.15,109.57,0.06,3600.00,32.00,3768.00
664660,AZ,INDIVIDUAL,3 years,TransPac Aviation Academy,A,MORTGAGE,2/11/2021,10/11/2021,10/11/2021,Fully Paid,11/11/2021,849849,car,A1,36,months,Not Verified,90000.00,0.10,90.48,0.05,3000.00,30.00,3099.00
510217,PA,INDIVIDUAL,3 years,TIAA-CREF,A,MORTGAGE,5/10/2021,7/15/2021,5/13/2021,Fully Paid,6/13/2021,658773,car,A2,36,months,Not Verified,85000.00,0.13,123.08,0.07,4000.00,27.00,4431.00
578534,CO,INDIVIDUAL,3 years,Holland Hart LLP,A,MORTGAGE,9/10/2021,8/15/2021,9/13/2021,Fully Paid,10/13/2021,743854,car,A5,36,months,Not Verified,35100.00,0.16,145.46,0.08,4650.00,10.00,5237.00
795748,TX,INDIVIDUAL,3 years,TTUHSC,A,MORTGAGE,6/11/2021,5/16/2021,6/14/2021,Fully Paid,7/14/2021,1000505,car,A5,36,months,Not Verified,45600.00,0.16,45.77,0.08,1450.00,18.00,1647.00
660364,CA,INDIVIDUAL,6 years,Universal Punch Corp.,A,MORTGAGE,1/11/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,844598,car,A3,36,months,Not Verified,81504.00,0.25,74.02,0.07,2400.00,27.00,2572.00
869076,NV,INDIVIDUAL,6 years,Executive Jet Management,A,MORTGAGE,9/11/2021,4/16/2021,3/13/2021,Fully Paid,4/13/2021,1064045,car,A4,36,months,Not Verified,97000.00,0.09,186.61,0.07,6000.00,20.00,6527.00
537890,MA,INDIVIDUAL,8 years,valley Plating,A,MORTGAGE,6/10/2021,7/14/2021,7/12/2021,Fully Paid,8/12/2021,694760,car,A3,36,months,Not Verified,57000.00,0.12,216.59,0.07,7000.00,30.00,7699.00
441568,TX,INDIVIDUAL,9 years,Cypress-Fairbanks ISD,A,MORTGAGE,9/9/2021,1/12/2021,1/12/2021,Fully Paid,2/12/2021,535793,car,A3,36,months,Not Verified,102996.00,0.15,249.75,0.08,8000.00,30.00,8934.00
784597,VA,INDIVIDUAL,1 year,Fleetwood Goldcowyard,A,MORTGAGE,6/11/2021,11/13/2021,9/12/2021,Fully Paid,10/12/2021,963690,car,A2,36,months,Not Verified,60000.00,0.03,228.14,0.06,7500.00,30.00,7911.00
617174,CA,INDIVIDUAL,10+ years,USA Properties Fund,A,MORTGAGE,11/10/2021,5/16/2021,11/11/2021,Fully Paid,12/11/2021,791294,car,A2,36,months,Not Verified,66560.00,0.08,127.38,0.06,4200.00,29.00,4394.00
1004390,IL,INDIVIDUAL,2 years,Tony Pai LLC,A,MORTGAGE,10/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,1230821,car,A2,36,months,Not Verified,124800.00,0.11,153.52,0.07,5000.00,25.00,5182.00
594970,IL,INDIVIDUAL,2 years,"Ideosity, Inc.",A,MORTGAGE,10/10/2021,2/12/2021,1/12/2021,Fully Paid,2/12/2021,763931,car,A2,36,months,Not Verified,120000.00,0.21,184.61,0.07,6000.00,63.00,6416.00
577896,WV,INDIVIDUAL,2 years,AEP,A,MORTGAGE,9/10/2021,5/16/2021,3/13/2021,Fully Paid,4/13/2021,743084,car,A4,36,months,Not Verified,97200.00,0.09,171.11,0.08,5500.00,26.00,6138.00
427621,IL,INDIVIDUAL,4 years,ConnectGO Internet Inc,A,MORTGAGE,8/9/2021,11/12/2021,2/12/2021,Fully Paid,3/12/2021,451034,car,A5,36,months,Not Verified,100000.00,0.10,142.98,0.09,4500.00,49.00,5125.00
607161,CA,INDIVIDUAL,5 years,st joseph,A,MORTGAGE,11/10/2021,6/11/2021,4/11/2021,Fully Paid,5/11/2021,778911,car,A2,36,months,Not Verified,60000.00,0.04,193.34,0.06,7200.00,13.00,6493.00
1050591,TX,INDIVIDUAL,7 years,Westlake Chemical Company,A,MORTGAGE,12/11/2021,2/15/2021,12/14/2021,Fully Paid,1/14/2022,1281827,car,A2,36,months,Not Verified,60000.00,0.20,128.96,0.07,4200.00,29.00,4642.00
784065,CA,INDIVIDUAL,8 years,DDI,A,MORTGAGE,6/11/2021,6/14/2021,7/14/2021,Fully Paid,8/14/2021,987239,car,A3,36,months,Not Verified,44000.00,0.10,111.15,0.07,3600.00,21.00,4001.00
973462,MO,INDIVIDUAL,< 1 year,Shick USA,A,MORTGAGE,10/11/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,1195465,car,A2,36,months,Not Verified,54000.00,0.22,294.76,0.07,9600.00,34.00,10371.00
375143,NJ,INDIVIDUAL,< 1 year,United Natural Food Inc,A,MORTGAGE,1/9/2021,4/14/2021,2/12/2021,Fully Paid,3/12/2021,397032,car,A2,36,months,Not Verified,105000.00,0.14,155.96,0.08,5000.00,38.00,5614.00
737546,PA,INDIVIDUAL,1 year,EvolveIP,A,MORTGAGE,4/11/2021,2/16/2021,2/12/2021,Fully Paid,3/12/2021,934744,car,A2,36,months,Not Verified,71040.00,0.08,90.99,0.06,3000.00,25.00,3117.00
571927,WY,INDIVIDUAL,10+ years,Murphy's Mountain Jewelers,A,MORTGAGE,8/10/2021,3/14/2021,9/13/2021,Fully Paid,10/13/2021,735661,car,A3,36,months,Not Verified,22000.00,0.13,222.78,0.07,7200.00,15.00,8020.00
555691,WA,INDIVIDUAL,5 years,city of hoquiam,A,MORTGAGE,7/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,715619,car,A4,36,months,Not Verified,66000.00,0.11,264.45,0.08,8500.00,24.00,9520.00
563254,TX,INDIVIDUAL,5 years,L-3 Communications,A,MORTGAGE,8/10/2021,4/11/2021,5/11/2021,Fully Paid,6/11/2021,724759,car,A3,36,months,Not Verified,88000.00,0.01,123.77,0.07,4000.00,22.00,4117.00
613392,VA,INDIVIDUAL,10+ years,Standex Engraving LLC,B,MORTGAGE,11/10/2021,11/13/2021,12/13/2021,Fully Paid,1/13/2022,786442,car,B2,36,months,Not Verified,90000.00,0.09,111.71,0.09,3500.00,15.00,4022.00
